conversation,speaker,chapter_per_conversation
" Deadline means there is a target and target could be a
 pressure. Target means I have to do this by so and so time.
 If you remove that target I may take six days to complete the
 same task. The minute you set a target, I start working faster.
 Now, while I am working faster, what will happen if I start
 creating thoughts along these lines how will I finish it by
 tomorrow evening; if I don't finish it by tomorrow evening.
 what will the consequence be? Will I be thrown out of my
 job? Will my boss get angry with me? What if someone else
 finishes it before I do? Does that mean they will have a better
 chance for a promotion or a raise? If this happens, my career is finished! I am still performing, I am still working, but what is
 going on in the mind? What is going on in the mind is stress;
 negativity is the stress because it is creating an uncomfortable
 feeling. The target is fine. Two people are given the same
 target: they have to finish this job by tomorrow evening, both
 are set to achieve it and they will. This means both will reach
 destination but the journey will be different for each of
 them.
 One will think 'yes, I have to achieve this by tomorrow
 evening, I will have nothing else but this work on my mind,
 and I am going to do this. The second person will worry 'what if
 something happens', or 'what if I don't achieve this: So, one
 has reached the destination with stability, and the other has
 done the same by creating stress. The end result is externally
 the same, for both have performed, but internally the other
 person is totally fatigued. This other person will conveniently
 put blame on the pressure, and not realise that it is his own
 creation in the face of pressure.
 Stress in science has a simple formula:
 stress = pressure ÷ resilience
 Pressure, the numerator here, includes what's coming from
 outside targets, exams, relationships, situations, traffic jams,
 deadlines, etc. Resilience is my inner strength to face that
 pressure. Consider the simple metal sheets used in industrial
 applications. Different metal sheets are subjected to the same
 amount of pressure, but the stress factor of every metal is
 different because every metal sheet's power to face that pressure
 is different
 Now in the formula stress = pressure÷ resilience, we have
 conveniently ignored the denominator and embraced the
 conditioning of stress = pressure.
 Its ignored, because I am not ready to take responsibility
 of my inner strength. Hence, for me stress = pressure. If I
 have an exam, obviously I will get tensed. If my boss is very
 tough, obviously it is going to be a challenge for me because
 stress = pressure.
 ",SS,3
" Do you think people like to be stressed? Why do we
 accept it easily?
 ",SO,3
" When I am not able to tackle it, I just say it's natural or
 inevitable.
 ",SS,3
" You mean to say it takes effort to not be stressed and
 be happy in the situation?
 ",SO,3
" Yes! Suppose you say something to me that is not pleasant.
 To get hurt is so easy
 ",SS,3
" Even at my age, I tend to think it's so natural to blame
 others for how we feel.
 ",SO,3
" The weather changes. It's summer today, a couple months
 later it will be winter. The weather changes and it gets chilly.
 Do you say it's natural to fall ill since the weather has changed?
 No! You open the cupboard and take out the woollens and
 protect yourself.
 We don't keep blaming the weather, do we? We protect
 ourselves. Things are going to happen outside but because we
 have not learnt the mechanism of how to protect ourselves,
 we say it is natural to fall ill. It's natural to get hurt, to get
 stressed, that's what we say.
 Spirituality focusses on the denominator, that is resilience.
 The pressure or the situation is not in my control. So the
 numerator is not in my control. In any situation we can attribute
 10% to the numerator, but the remaining 90% depends on my
 power to cope. Because if there is no pressure, then there will
 be no stress, so we give 10% responsibility to the pressure. The
 remaining 90% is about the extent I take charge of how I am
 going to handle that pressure.
 ",SS,3
" So, how I react to something is 90%. Somebody just hits
 my car if it's an old car, I don't really get that upset; but
 if it's a brand new one, I react. What do you say?
 ",SO,3
" How you react is your choice. Someone has hit your car
 - the situation was not in your control. Now, you have two
 ways to respond: 1) Get out of the car, create a scene, shout
 at him, hit him, abuse him, have him respond in the same
 manner, and have ten more people in the scene, or 2) wish
 him good morning and a nice day
 ",SS,3
" And the other choice is to just smile and say it's okay.
 In any case your car is insured.
 ",SO,3
" Yes! More important is the insurance of the mind. You
 claim insurance and your car is repaired. But for the damage
 that gets done inside you every time a situation arises, where
 is the insurance for that and where are the repairs?
 ",SS,3
" I am more concerned that my car is damaged.
 ",SO,3
" The car is more important than my happiness on my
 responsibility list, because I thought the car was my source of
 happiness. Only when I make my state of being as my priority
 will I start taking care of myself. First check if you are okay,
 then check if everything outside of you is okay.
 ",SS,3
" If you don't help yourself, how can you help others?
 But isn't this being a bit selfish?
 ",SO,3
" If I don't take care of myself, can I help you? All my time
 and energy is spent in taking care of other people. What's the
 result? Today I am under stress, and so are my children. Earlier,
 depression was something that affected people when they were
 60 and above; today we have school children with so many
 issues and are frequenting counsellors and psychiatrists. If we
 were fulfilling our responsibilities, this wouldn't be the result.
 ",SS,3
" We often say that the teachers are irresponsible, the
 politicians are irresponsible, but thinking inwards I am the
 most irresponsible person especially by not being responsible
 for myself.
 ",SO,3
" First I have to be responsible. The ability to respond is
 responsibility. My ability to respond in every situation is response + ability = responsibility
 Imagine the irony of life - we are always trying to control
 things that are not in our control, while ignoring the one
 thing that is in our control. We say, 'oh, my mind is not in my
 control, but that is the only thing that is in one's control. Going
 back to the matter of two cars bumping into each other - if
 you suggest to people that you can just say okay, never mind
 and drive away, they might not agree. They strongly feel that
 it is important to get out of the car and shout at the one who
 made the mistake. You try and explain to them that it will be
 damaging for them, that is they will be hurting themselves.
 They will say but what about making the other person realise
 their mistake.
 ",SS,3
